ROW_ID,ORDER_ID,SHIP_MODE,CUSTOMER_ID,CUSTOMER_NAME,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,SALES,QUANTITY,DISCOUNT,PROFIT,ORDER_DATE,SHIP_DATE
8866,CA-2016-158148,Standard Class,JM-15865,John Murray,Consumer,United States,Arlington,Virginia,22204,South,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.2700,3,0.00,10.8810,2020-12-19,2020-12-25
8867,CA-2015-120411,First Class,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,60653,Central,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.4300,5,0.30,-70.4900,2019-09-19,2019-09-22
8868,CA-2015-120411,First Class,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.1200,2,0.20,3.4750,2019-09-19,2019-09-22
8869,CA-2017-158260,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Diego,California,92037,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,686.4000,2,0.20,77.2200,2021-11-03,2021-11-07
8870,CA-2018-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.9200,5,0.20,5.3730,2022-11-30,2022-12-05
8871,CA-2018-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,70.6800,12,0.00,31.0992,2022-11-30,2022-12-05
8872,CA-2018-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.2400,4,0.00,5.4124,2022-11-30,2022-12-05
8873,US-2015-105137,Same Day,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.9940,2,0.70,-71.3958,2019-10-09,2019-10-09
8874,US-2015-105137,Same Day,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.2640,2,0.70,-13.3936,2019-10-09,2019-10-09
8875,CA-2018-142489,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,21.9900,5,0.80,-32.9850,2022-11-13,2022-11-15
8876,US-2017-141264,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Irving,Texas,75061,Central,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.3760,2,0.20,-34.7580,2021-08-12,2021-08-18
8877,US-2017-141264,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Irving,Texas,75061,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,58.9240,1,0.80,-153.2024,2021-08-12,2021-08-18
8878,CA-2018-126928,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Morristown,New Jersey,7960,East,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480.0000,4,0.00,225.6000,2022-09-16,2022-09-22
8879,CA-2018-126928,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Morristown,New Jersey,7960,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.0500,3,0.00,9.5340,2022-09-16,2022-09-22
8880,US-2016-107944,First Class,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90008,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.7200,11,0.00,92.5056,2020-03-22,2020-03-24
8881,US-2016-107944,First Class,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.9700,3,0.00,86.3892,2020-03-22,2020-03-24
8882,CA-2017-135594,Second Class,AH-10120,Adrian Hane,Home Office,United States,Aurora,Illinois,60505,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.1200,7,0.20,-0.6265,2021-06-29,2021-07-02
8883,US-2018-115252,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Durham,North Carolina,27707,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,15.9840,2,0.20,1.3986,2022-10-19,2022-10-24
8884,US-2018-115252,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Durham,North Carolina,27707,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14.3520,3,0.20,4.4850,2022-10-19,2022-10-24
8885,CA-2015-107398,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,6.5280,4,0.70,-4.5696,2019-08-24,2019-08-29
8886,CA-2015-107398,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,2.8620,3,0.70,-2.2896,2019-08-24,2019-08-29
8887,CA-2015-107398,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",20.8560,8,0.70,-16.6848,2019-08-24,2019-08-29
8888,CA-2015-169642,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",276.2800,2,0.00,0.0000,2019-07-26,2019-07-29
8889,CA-2018-103968,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Stockton,California,95207,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.6400,9,0.00,107.0388,2022-11-30,2022-12-06
8890,CA-2017-147256,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,65203,Central,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,449.9700,3,0.00,220.4853,2021-10-16,2021-10-20
8891,CA-2017-147256,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,65203,Central,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.5900,7,0.00,751.7601,2021-10-16,2021-10-20
8892,CA-2017-162159,First Class,CR-12625,Corey Roper,Home Office,United States,Columbus,Georgia,31907,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.7800,2,0.00,30.4450,2021-09-15,2021-09-17
8893,CA-2016-111038,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,San Diego,California,92037,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,2676.6720,9,0.20,267.6672,2020-11-30,2020-12-05
8894,CA-2015-124723,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Texas City,Texas,77590,Central,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.2300,2,0.30,41.9340,2019-08-04,2019-08-11
8895,CA-2017-167241,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.0300,3,0.00,43.6842,2021-08-14,2021-08-21
8896,CA-2017-167241,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.9400,3,0.00,3.0498,2021-08-14,2021-08-21
8897,CA-2017-167241,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,165.6000,3,0.20,10.3500,2021-08-14,2021-08-21
8898,CA-2017-167241,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.5200,4,0.00,18.0096,2021-08-14,2021-08-21
8899,CA-2016-163237,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.9700,3,0.00,148.4910,2020-08-06,2020-08-08
8900,CA-2016-163237,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.0600,2,0.00,11.7782,2020-08-06,2020-08-08
8901,CA-2017-150483,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,Central,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",32.0640,3,0.60,-12.8256,2021-05-30,2021-06-03
8902,CA-2017-150483,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18.4960,4,0.20,6.7048,2021-05-30,2021-06-03
8903,CA-2017-150483,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,191.0790,3,0.30,-38.2158,2021-05-30,2021-06-03
8904,CA-2017-150483,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.3680,2,0.20,3.6288,2021-05-30,2021-06-03
8905,US-2017-126431,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,30.5300,1,0.00,14.0438,2021-06-30,2021-06-30
8906,US-2017-126431,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,30.8400,3,0.00,6.1680,2021-06-30,2021-06-30
8907,US-2017-126431,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,75.0600,9,0.00,33.7770,2021-06-30,2021-06-30
8908,CA-2017-139934,First Class,AY-10555,Andy Yotov,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.9760,7,0.20,6.6976,2021-12-17,2021-12-19
8909,CA-2016-109603,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Moreno Valley,California,92553,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.7200,8,0.00,84.0512,2020-01-25,2020-01-31
8910,CA-2018-160661,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Everett,Massachusetts,2149,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,21.9300,3,0.00,10.3071,2022-10-27,2022-10-31
8911,CA-2018-102610,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,37421,South,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,95.9760,3,0.20,15.5961,2022-11-03,2022-11-07
8912,CA-2018-102610,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,37421,South,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,143.9280,9,0.20,-32.3838,2022-11-03,2022-11-07
8913,CA-2018-102610,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,37421,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.5640,2,0.70,-2.9700,2022-11-03,2022-11-07
8914,CA-2018-102610,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,37421,South,OFF-LA-10002195,Office Supplies,Labels,Avery 481,4.9280,2,0.20,1.7248,2022-11-03,2022-11-07
8915,US-2017-144057,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.6560,6,0.20,107.0820,2021-05-08,2021-05-12
8916,US-2017-144057,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.1840,4,0.80,-20.4352,2021-05-08,2021-05-12
8917,US-2017-144057,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.7840,4,0.80,-131.7168,2021-05-08,2021-05-12
8918,US-2017-144057,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.6400,2,0.20,26.8240,2021-05-08,2021-05-12
8919,US-2017-144057,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.5280,6,0.80,-27.7920,2021-05-08,2021-05-12
8920,CA-2015-160276,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,177.6800,2,0.00,46.1968,2019-04-01,2019-04-07
8921,CA-2015-132983,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.9800,2,0.00,57.5928,2019-04-27,2019-05-02
8922,CA-2017-145709,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,33134,South,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.6800,3,0.20,19.7550,2021-10-03,2021-10-07
8923,CA-2017-145709,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,33134,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,11.5680,3,0.20,2.6028,2021-10-03,2021-10-07
8924,CA-2018-133928,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Hickory,North Carolina,28601,South,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.5720,4,0.70,-3.8100,2022-06-10,2022-06-16
8925,CA-2017-168032,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,1439.9680,4,0.20,143.9968,2021-01-29,2021-02-02
8926,CA-2017-168032,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.7280,3,0.80,-2.6784,2021-01-29,2021-02-02
8927,CA-2017-168032,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1000,3,0.50,-538.4460,2021-01-29,2021-02-02
8928,CA-2016-143616,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2000,5,0.00,25.7920,2020-09-26,2020-09-28
8929,US-2016-168704,Standard Class,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",609.9800,4,0.30,-113.2820,2020-04-12,2020-04-16
8930,US-2016-168704,Standard Class,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",211.3720,2,0.30,-45.2940,2020-04-12,2020-04-16
8931,US-2016-168704,Standard Class,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,239.9760,3,0.20,17.9982,2020-04-12,2020-04-16
8932,CA-2018-143252,Standard Class,HE-14800,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,99.9500,5,0.00,22.9885,2022-12-17,2022-12-23
8933,CA-2018-143252,Standard Class,HE-14800,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",29.3400,3,0.00,10.8558,2022-12-17,2022-12-23
8934,CA-2017-102134,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Green Bay,Wisconsin,54302,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.7400,2,0.00,4.3524,2021-03-13,2021-03-18
8935,CA-2018-130036,Same Day,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,12.6720,3,0.20,3.9600,2022-08-26,2022-08-26
8936,CA-2018-130036,Same Day,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,1119.8880,14,0.20,209.9790,2022-08-26,2022-08-26
8937,CA-2016-134117,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,204.8500,5,0.00,53.2610,2020-12-16,2020-12-18
8938,CA-2016-134117,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,135.9840,2,0.20,16.9980,2020-12-16,2020-12-18
8939,CA-2016-134117,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4000,5,0.00,7.0520,2020-12-16,2020-12-18
8940,CA-2016-134117,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,92.9600,2,0.20,31.3740,2020-12-16,2020-12-18
8941,CA-2015-130918,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,North Miami,Florida,33161,South,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,7.6320,3,0.20,-1.8126,2019-08-21,2019-08-23
8942,CA-2017-159023,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,97206,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.1580,7,0.70,-3.4650,2021-11-02,2021-11-04
8943,CA-2017-159023,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,97206,West,TEC-MA-10003337,Technology,Machines,Okidata B401 Printer,179.9910,3,0.70,-251.9874,2021-11-02,2021-11-04
8944,CA-2018-111717,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,239.3580,3,0.30,-47.8716,2022-10-09,2022-10-15
8945,CA-2015-154592,First Class,EH-14005,Erica Hernandez,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.8800,3,0.00,80.7912,2019-12-06,2019-12-07
8946,CA-2015-128622,Second Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.9500,3,0.00,3.2850,2019-11-14,2019-11-16
8947,CA-2018-148355,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.4400,3,0.00,9.3312,2022-12-23,2022-12-27
8948,CA-2018-148355,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3000,5,0.00,6.1500,2022-12-23,2022-12-27
8949,CA-2015-132913,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,San Diego,California,92037,West,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,13.9700,1,0.00,3.6322,2019-12-23,2019-12-25
8950,CA-2018-150910,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,38301,South,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",934.9560,6,0.40,-249.3216,2022-12-21,2022-12-27
8951,CA-2018-150910,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,38301,South,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.8640,2,0.20,7.6154,2022-12-21,2022-12-27
8952,CA-2018-150910,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,38301,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.1600,3,0.20,1.9620,2022-12-21,2022-12-27
8953,CA-2018-150910,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,23.1280,7,0.20,2.8910,2022-12-21,2022-12-27
8954,CA-2018-150910,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.2400,5,0.20,16.2910,2022-12-21,2022-12-27
8955,CA-2015-156790,Second Class,VG-21790,Vivek Gonzalez,Consumer,United States,Jacksonville,Florida,32216,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,155.4560,4,0.20,-7.7728,2019-08-07,2019-08-09
8956,CA-2015-126480,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,San Diego,California,92024,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,8.5600,2,0.00,3.8520,2019-09-19,2019-09-23
8957,CA-2018-105620,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",21.0000,3,0.20,5.7750,2022-12-24,2022-12-27
8958,CA-2018-105620,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Hialeah,Florida,33012,South,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120.0000,2,0.50,-7.2000,2022-12-24,2022-12-27
8959,CA-2018-150266,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,299.9600,5,0.20,37.4950,2022-11-24,2022-11-29
8960,CA-2018-150266,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.8400,5,0.80,-179.7760,2022-11-24,2022-11-29
8961,CA-2018-150266,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,853.9300,5,0.30,-24.3980,2022-11-24,2022-11-29
8962,CA-2018-150266,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,18.6880,4,0.20,3.7376,2022-11-24,2022-11-29
8963,CA-2017-157280,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.9600,2,0.00,71.2296,2021-11-04,2021-11-06
8964,CA-2017-157280,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464,South,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.9700,3,0.00,18.8937,2021-11-04,2021-11-06
8965,CA-2017-157280,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8000,5,0.00,75.6800,2021-11-04,2021-11-06
8966,CA-2018-106691,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,1.2480,2,0.80,-1.9344,2022-11-05,2022-11-11
8967,CA-2017-134180,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,72.0000,1,0.20,14.4000,2021-11-02,2021-11-06
8968,CA-2017-134180,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,470.1550,7,0.30,-13.4330,2021-11-02,2021-11-06
8969,CA-2015-166730,First Class,DD-13570,Dorothy Dickinson,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,39.1280,1,0.20,-8.8038,2019-12-29,2019-12-31
8970,CA-2018-157469,Standard Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,19.7280,9,0.20,1.7262,2022-12-01,2022-12-06
8971,CA-2018-157469,Standard Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,Ohio,44107,East,TEC-PH-10004531,Technology,Phones,AT&T CL2909,151.1880,2,0.40,-25.1980,2022-12-01,2022-12-06
